Gamma,Max Error (Default),Residual Error,Boundary Residual Error
0.001,0.6466251600849733,6.1710351530548575,0.6465134320557951
0.0011154865637172874,0.886142070595672,6.048572141704398,0.8865944789836836
0.0012443102738338022,0.8300669589877024,5.488612737800478,0.8302319158665816
0.001388011391556985,0.6841002603124697,4.5821848749792995,0.683981988858157
0.0015483080575683515,0.4895125108725803,3.1208482862293696,0.48963546380400386
0.001727116834712707,0.40824458715143336,2.436010302270705,0.4081807950198356
0.0019265756230919559,0.347540165068086,2.1377299805993797,0.34763715611739854
0.002149069221544338,0.3192568784419182,1.975129664472285,0.3192161486573523
0.0023972578411310796,0.3075859946969631,1.8745290739950589,0.30758421654775797
0.0026741089115476313,0.30700201238644953,1.8063542213306443,0.30700201238644953
0.002982932560748043,0.3106791644836747,1.758976905809181,0.3106791644836747
0.00332742119198924,0.3226160078789079,1.7430925398396742,0.3226160078789079
0.0037116936314921583,0.33203752036345835,1.7312000010247095,0.33203752036345835
0.004140344374564528,0.34127588267577524,1.7076569339244685,0.34127588267577524
0.004618498518989187,0.35319661791575785,1.7212356603080785,0.35319661791575785
0.00515187304248063,0.37934148009074564,1.7154958331361359,0.37934148009074564
0.005746845156864445,0.40292328293574686,1.7551191165046953,0.40292328293574686
0.006410528556246056,0.4356112151886308,1.7524628249504026,0.4356112151886308
0.007150858470818457,0.4685974686886155,1.7456744426076272,0.4685974686886155
0.007976686543241938,0.4970948218847596,1.736791697886349,0.4970948218847596
0.008897886661970878,0.5185149281765306,1.7265388297589315,0.5185149281765306
0.00992547301690778,0.5319801389719331,1.7130055204166252,0.5319801389719331
0.011071731788899107,0.1376405537580169,1.4169958320688716,0.1376405537580169
0.012350368047598521,0.14953796868073113,1.3368560930692537,0.14953796868073113
0.01377666961405946,0.14957662229286797,1.2077898203990287,0.14957662229286797
0.015367689847255556,0.13402556185471184,1.022195549181907,0.13402556185471184
0.017142451539988147,0.10214816336380608,0.7928895881479452,0.10214816336380608
0.01912217436203149,0.06320195202576287,0.5539147809794933,0.06320195202576287
0.021330528569905322,0.032391536280981376,0.3528368905672616,0.032391536280981376
0.023793918016717115,0.014145839259497,0.28108175013210474,0.014145839259497
0.026541795845838618,0.0056103200172103185,0.22430600601360817,0.0056103200172103185
0.029607016642960296,0.0024713904117263097,0.18375821582994875,0.0024713904117263097
0.033026229256976326,0.0017991245244658727,0.1574881581313704,0.0017991245244658727
0.03684031498640387,0.002429801270834281,0.14159773276525742,0.002429801270834281
0.041094876370446135,0.0030041963313735265,0.13224874468264597,0.0030041963313735265
0.04584078242885569,0.003295230910650565,0.13612679312513976,0.003295230910650565
0.05113477686967605,0.0032685727332747716,0.14058220028932666,0.0032685727332747716
0.05704015653680517,0.002971398875585868,0.14119608630950253,0.002971398875585868
0.06362752820913695,0.002487885997167899,0.13774187712022723,0.002487885997167899
0.07097565279983495,0.0019805908654845494,0.1287770406319737,0.0019805908654845494
0.07917238704927916,0.0017540187095320958,0.1114545580612365,0.0017540187095320958
0.08831573397089548,0.0013886273358977574,0.09453490838072216,0.0013886273358977574
0.09851501460936432,0.000940102383962943,0.08157508539159754,0.000940102383962943
0.10989217512115819,0.0005622759913123387,0.0697347195726188,0.0005622759913123387
0.12258324480531901,0.00034183720171424015,0.06096525396454562,0.00034239999019203965
0.13673996251720033,0.0003744402234141797,0.054597282310464075,0.00037523181021900665
0.1525315909111425,0.0004091371280206535,0.04976259730203681,0.00040962927818985473
0.1701469402038014,0.00042512710529166164,0.046375649975963905,0.00042736724794598113
0.1897966256549492,0.00040759424005776257,0.04422546456991714,0.0004075427629059436
0.21171558575697566,0.0005307634269549125,0.042637866916742304,0.0005311086640561666
0.2361658912414415,0.000735346459320857,0.04075929056360835,0.000735346459320857
0.2634398784881462,0.0008460417143098253,0.03774681407467366,0.0008460417143098253
0.293863644800842,0.0004463337813533086,0.03321310970438362,0.0004463337813533086
0.32780094734032844,0.00029698829305999097,0.028255033301729883,0.00029698829305999097
0.3656575523319345,0.0006716502844326955,0.024645446328899458,0.0006716502844326955
0.40788608654802383,0.0007219007834763091,0.02244647801341355,0.0007219007834763091
0.4549914490715472,0.0007259153076418501,0.020744462608864228,0.0007259153076418501
0.5075368480455694,0.000875360566654132,0.019095349935378376,0.000875360566654132
0.5661505345862554,0.0010416981545247894,0.01745024020272971,0.0010416981545247894
0.6315333143723273,0.0008032554774516087,0.015513728717001378,0.0008032554774516087
0.7044669267221761,0.00015474960813008365,0.013394215488557914,0.00015474960813008365
0.7858233913417985,0.00028750242060340825,0.011681077014705747,0.00028750242060340825
0.876575434496528,0.0003048255152563739,0.01057920968252437,0.0003048255152563739
0.9778081192655202,0.00019702828146109241,0.009868944291716518,0.00019702828146109241
1.0907318189343589,0.00016533232562068734,0.009113138740409229,0.00016533232562068734
1.2166966886401946,9.549858302052017e-05,0.008055786422679359,9.665083810272979e-05
1.3572088082974532,4.183164813654355e-05,0.006981751953040667,4.168092322500566e-05
1.5139481898145608,8.477217628097278e-05,0.0062070841910244895,8.477217628097278e-05
1.6887888639022521,8.109883086290792e-05,0.005934610798440154,8.109883086290792e-05
1.8838212866383433,8.77158268238476e-05,0.005842290770917913,8.77158268238476e-05
2.101377333689685,3.891527964227509e-05,0.00449935707239635,3.894948191161124e-05
2.3440581810309022,0.00012035849655803177,0.004571233056289259,0.00012035849655803177
2.614765405511557,0.00011010773093148019,0.007591190153740435,0.00011010773093148019
2.9167356771209265,6.718206210934441e-05,0.008609531289232919,6.718206210934441e-05
3.2535794577432378,1.5585483151031587e-05,0.005394122191995976,1.5639573074710533e-05
3.62932416909916,4.2829757633450205e-05,0.005484246974064355,4.2829757633450205e-05
4.048462346004517,3.5156640963401875e-05,0.012139830451629585,3.5156640963401875e-05
4.5160053506834075,1.5187350104646502e-05,0.012224418734121834,1.516700626082862e-05
5.037543290362718,3.731780222296366e-05,0.011072732366203653,3.731780222296366e-05
5.619311854543787,3.452749430579716e-05,0.020377279372158164,3.452749430579716e-05
6.268266871080867,2.5974210400847575e-05,0.025287070782413323,2.6036456466538294e-05
6.992167472484909,2.086456602140574e-05,0.020002799208382882,2.1069186404681917e-05
7.799668866817983,2.6409795690657267e-05,0.023274124814523844,2.6430418483047724e-05
8.700425822379502,2.6067151747216633e-05,0.0497656456166915,2.601385353873109e-05
9.705208103483265,3.373077224838594e-05,0.14288099496869489,3.396487927351255e-05
10.826029237515721,5.847948306253459e-05,0.3321066122913203,5.8460279125371883e-05
12.076290152859299,6.93703347100505e-05,0.4221712037521801,6.944734545552556e-05
13.470939405065934,4.926143466449373e-05,0.2750228058954596,4.9289006080893705e-05
15.02665190700077,2.859467575405672e-05,0.1395802608169321,2.8588067265328254e-05
16.762028299916114,1.9326793645080276e-05,0.0746881480656727,1.289249068289755e-05
18.697817349205355,2.700539474581598e-05,0.08950424321674877,9.483477394267581e-06
20.85716402387856,4.090294246378301e-05,0.1395669720148831,1.3117475101465104e-05
23.26588622588413,6.538013792041497e-05,0.20580864741883875,1.732648048302643e-05
25.95278347794886,0.00011194827520995265,0.2877907263114947,2.596748387698189e-05
28.949981260715965,0.00018374499770247577,0.38683164962850025,3.754495409266645e-05
32.29331511619592,0.0002955204592696298,0.5727948091608459,6.563865484462972e-05
36.02275911000493,0.0004581510480152484,0.8853594222929502,0.00011449725171272518
40.182903775235005,0.0006797435226922471,1.3428935965164275,0.00018543059222977942
44.82348925241932,0.0009494552405551471,1.9743074052806708,0.00028365766926599645
